recipe,pair,scope,rank
Transitive Transport Bridge,canonical,aggregate,213
Transitive Transport Bridge,canonical,aggregate,1
Transitive Transport Bridge,canonical,aggregate,29
Transitive Transport Bridge,canonical,aggregate,1
Transitive Transport Bridge,canonical,aggregate,1
Transitive Transport Bridge,canonical,aggregate,11
Transitive Transport Bridge,canonical,aggregate,79
Transitive Transport Bridge,canonical,aggregate,3
Transitive Transport Bridge,canonical,aggregate,20
Transitive Transport Bridge,canonical,aggregate,10
Transitive Transport Bridge,canonical,aggregate,4
Transitive Transport Bridge,canonical,aggregate,90
Transitive Transport Bridge,canonical,aggregate,2
Transitive Transport Bridge,canonical,aggregate,149
Transitive Transport Bridge,canonical,aggregate,31
Transitive Transport Bridge,canonical,aggregate,17
Transitive Transport Bridge,canonical,aggregate,3
Transitive Transport Bridge,canonical,aggregate,78
Transitive Transport Bridge,canonical,aggregate,136
Transitive Transport Bridge,canonical,aggregate,2
Transitive Transport Bridge,canonical,aggregate,3
Transitive Transport Bridge,canonical,aggregate,14
Transitive Transport Bridge,canonical,aggregate,11
Transitive Transport Bridge,canonical,aggregate,49
Transitive Transport Bridge,canonical,aggregate,110
Transitive Transport Bridge,canonical,aggregate,8
Transitive Transport Bridge,canonical,aggregate,1
Transitive Transport Bridge,canonical,aggregate,88
Transitive Transport Bridge,canonical,aggregate,1
Transitive Transport Bridge,canonical,aggregate,4
Transitive Transport Bridge,canonical,aggregate,3
Transitive Transport Bridge,canonical,aggregate,3
Transitive Transport Bridge,canonical,aggregate,215
Transitive Transport Bridge,canonical,aggregate,133
Transitive Transport Bridge,canonical,aggregate,234
Transitive Transport Bridge,canonical,aggregate,59
Transitive Transport Bridge,canonical,aggregate,11
Transitive Transport Bridge,canonical,aggregate,34
Transitive Transport Bridge,canonical,aggregate,153
Transitive Transport Bridge,canonical,aggregate,1
Transitive Transport Bridge,canonical,aggregate,3
Transitive Transport Bridge,canonical,aggregate,178
Transitive Transport Bridge,canonical,aggregate,42
Transitive Transport Bridge,canonical,aggregate,1
Transitive Transport Bridge,canonical,aggregate,4
Transitive Transport Bridge,canonical,aggregate,3
Transitive Transport Bridge,canonical,aggregate,1
Transitive Transport Bridge,canonical,aggregate,7
Transitive Transport Bridge,canonical,aggregate,26
Transitive Transport Bridge,canonical,aggregate,3
Transitive Transport Bridge,canonical,aggregate,2
Transitive Transport Bridge,canonical,aggregate,1
Transitive Transport Bridge,canonical,aggregate,1
Transitive Transport Bridge,canonical,aggregate,19
Transitive Transport Bridge,canonical,aggregate,1
Transitive Transport Bridge,canonical,aggregate,67
Transitive Transport Bridge,canonical,aggregate,79
Transitive Transport Bridge,canonical,aggregate,6
Transitive Transport Bridge,canonical,aggregate,1
Transitive Transport Bridge,canonical,aggregate,8
Transitive Transport Bridge,canonical,aggregate,50
Transitive Transport Bridge,canonical,aggregate,1
Transitive Transport Bridge,canonical,aggregate,77
Transitive Transport Bridge,canonical,aggregate,3
Transitive Transport Bridge,canonical,aggregate,2
Transitive Transport Bridge,canonical,aggregate,87
Transitive Transport Bridge,canonical,aggregate,43
Transitive Transport Bridge,canonical,aggregate,1
Transitive Transport Bridge,canonical,aggregate,18
Transitive Transport Bridge,canonical,aggregate,2
Transitive Transport Bridge,canonical,aggregate,40
Transitive Transport Bridge,canonical,aggregate,1
Transitive Transport Bridge,canonical,aggregate,21
Transitive Transport Bridge,canonical,aggregate,84
Transitive Transport Bridge,canonical,aggregate,47
Transitive Transport Bridge,canonical,aggregate,6
Transitive Transport Bridge,canonical,aggregate,37
Transitive Transport Bridge,canonical,aggregate,2
Transitive Transport Bridge,canonical,aggregate,2
Transitive Transport Bridge,canonical,aggregate,2
Transitive Transport Bridge,canonical,aggregate,72
Transitive Transport Bridge,canonical,aggregate,203
Transitive Transport Bridge,canonical,aggregate,1
Transitive Transport Bridge,canonical,aggregate,29
Transitive Transport Bridge,canonical,aggregate,20
Transitive Transport Bridge,canonical,aggregate,52
Transitive Transport Bridge,canonical,aggregate,3
Transitive Transport Bridge,canonical,aggregate,1
Transitive Transport Bridge,canonical,aggregate,49
Transitive Transport Bridge,canonical,aggregate,1
Transitive Transport Bridge,canonical,aggregate,35
Transitive Transport Bridge,canonical,aggregate,1
Transitive Transport Bridge,canonical,aggregate,119
Transitive Transport Bridge,canonical,aggregate,41
Transitive Transport Bridge,canonical,aggregate,4
Transitive Transport Bridge,canonical,aggregate,1
Transitive Transport Bridge,canonical,aggregate,9
Transitive Transport Bridge,canonical,aggregate,45
Transitive Transport Bridge,canonical,aggregate,7
Transitive Transport Bridge,canonical,aggregate,349
Transitive Transport Bridge,canonical,aggregate,63
Transitive Transport Bridge,canonical,aggregate,2
Transitive Transport Bridge,canonical,aggregate,6
Transitive Transport Bridge,canonical,aggregate,58
Transitive Transport Bridge,canonical,aggregate,1
Transitive Transport Bridge,canonical,aggregate,1
Transitive Transport Bridge,canonical,aggregate,11
Transitive Transport Bridge,canonical,aggregate,15
Transitive Transport Bridge,canonical,aggregate,6
Transitive Transport Bridge,canonical,aggregate,1
Transitive Transport Bridge,canonical,aggregate,3
Transitive Transport Bridge,canonical,aggregate,8
Transitive Transport Bridge,canonical,aggregate,336
Transitive Transport Bridge,canonical,aggregate,1
Transitive Transport Bridge,canonical,aggregate,1
Transitive Transport Bridge,canonical,aggregate,193
Transitive Transport Bridge,canonical,aggregate,54
Transitive Transport Bridge,canonical,aggregate,146
Transitive Transport Bridge,canonical,aggregate,44
Transitive Transport Bridge,canonical,aggregate,246
Transitive Transport Bridge,canonical,aggregate,18
Transitive Transport Bridge,canonical,aggregate,3
Transitive Transport Bridge,canonical,aggregate,1
Transitive Transport Bridge,canonical,aggregate,136
Transitive Transport Bridge,canonical,aggregate,93
Transitive Transport Bridge,canonical,aggregate,96
Transitive Transport Bridge,canonical,aggregate,21
Transitive Transport Bridge,canonical,aggregate,1
Transitive Transport Bridge,canonical,heldout,12
Transitive Transport Bridge,canonical,heldout,20
Transitive Transport Bridge,canonical,heldout,8
Transitive Transport Bridge,canonical,heldout,44
Transitive Transport Bridge,canonical,heldout,266
Transitive Transport Bridge,canonical,heldout,42
Transitive Transport Bridge,canonical,heldout,31
Transitive Transport Bridge,canonical,heldout,31
Transitive Transport Bridge,canonical,heldout,12
Transitive Transport Bridge,canonical,heldout,21
Transitive Transport Bridge,canonical,heldout,157
Transitive Transport Bridge,canonical,heldout,110
Transitive Transport Bridge,canonical,heldout,19
Transitive Transport Bridge,canonical,heldout,42
Transitive Transport Bridge,canonical,heldout,2
Transitive Transport Bridge,canonical,heldout,156
Transitive Transport Bridge,canonical,heldout,32
Transitive Transport Bridge,canonical,heldout,10
Transitive Transport Bridge,canonical,heldout,31
Transitive Transport Bridge,canonical,heldout,3
Transitive Transport Bridge,canonical,heldout,3
Transitive Transport Bridge,canonical,heldout,215
Transitive Transport Bridge,canonical,heldout,153
Transitive Transport Bridge,canonical,heldout,203
Transitive Transport Bridge,canonical,heldout,1
Transitive Transport Bridge,canonical,heldout,349
Transitive Transport Bridge,canonical,heldout,63
Transitive Transport Bridge,canonical,heldout,8
Transitive Transport Bridge,canonical,heldout,193
Transitive Transport Bridge,canonical,heldout,21
Caption Distance FGW,canonical,aggregate,62
Caption Distance FGW,canonical,aggregate,21
Caption Distance FGW,canonical,aggregate,21
Caption Distance FGW,canonical,aggregate,45
Caption Distance FGW,canonical,aggregate,85
Caption Distance FGW,canonical,aggregate,46
Caption Distance FGW,canonical,aggregate,56
Caption Distance FGW,canonical,aggregate,88
Caption Distance FGW,canonical,aggregate,18
Caption Distance FGW,canonical,aggregate,1
Caption Distance FGW,canonical,aggregate,30
Caption Distance FGW,canonical,aggregate,2
Caption Distance FGW,canonical,aggregate,371
Caption Distance FGW,canonical,aggregate,3
Caption Distance FGW,canonical,aggregate,290
Caption Distance FGW,canonical,aggregate,2
Caption Distance FGW,canonical,aggregate,128
Caption Distance FGW,canonical,aggregate,46
Caption Distance FGW,canonical,aggregate,12
Caption Distance FGW,canonical,aggregate,12
Caption Distance FGW,canonical,aggregate,178
Caption Distance FGW,canonical,aggregate,15
Caption Distance FGW,canonical,aggregate,32
Caption Distance FGW,canonical,aggregate,108
Caption Distance FGW,canonical,aggregate,35
Caption Distance FGW,canonical,aggregate,152
Caption Distance FGW,canonical,aggregate,13
Caption Distance FGW,canonical,aggregate,81
Caption Distance FGW,canonical,aggregate,6
Caption Distance FGW,canonical,aggregate,151
Caption Distance FGW,canonical,aggregate,21
Caption Distance FGW,canonical,aggregate,4
Caption Distance FGW,canonical,aggregate,26
Caption Distance FGW,canonical,aggregate,10
Caption Distance FGW,canonical,aggregate,161
Caption Distance FGW,canonical,aggregate,2
Caption Distance FGW,canonical,aggregate,38
Caption Distance FGW,canonical,aggregate,3
Caption Distance FGW,canonical,aggregate,16
Caption Distance FGW,canonical,aggregate,28
Caption Distance FGW,canonical,aggregate,17
Caption Distance FGW,canonical,aggregate,261
Caption Distance FGW,canonical,aggregate,82
Caption Distance FGW,canonical,aggregate,3
Caption Distance FGW,canonical,aggregate,132
Caption Distance FGW,canonical,aggregate,5
Caption Distance FGW,canonical,aggregate,29
Caption Distance FGW,canonical,aggregate,8
Caption Distance FGW,canonical,aggregate,95
Caption Distance FGW,canonical,aggregate,1
Caption Distance FGW,canonical,aggregate,4
Caption Distance FGW,canonical,aggregate,169
Caption Distance FGW,canonical,aggregate,12
Caption Distance FGW,canonical,aggregate,224
Caption Distance FGW,canonical,aggregate,4
Caption Distance FGW,canonical,aggregate,25
Caption Distance FGW,canonical,aggregate,301
Caption Distance FGW,canonical,aggregate,57
Caption Distance FGW,canonical,aggregate,293
Caption Distance FGW,canonical,aggregate,54
Caption Distance FGW,canonical,aggregate,73
Caption Distance FGW,canonical,aggregate,195
Caption Distance FGW,canonical,aggregate,378
Caption Distance FGW,canonical,aggregate,50
Caption Distance FGW,canonical,aggregate,17
Caption Distance FGW,canonical,aggregate,126
Caption Distance FGW,canonical,aggregate,64
Caption Distance FGW,canonical,aggregate,181
Caption Distance FGW,canonical,aggregate,45
Caption Distance FGW,canonical,aggregate,30
Caption Distance FGW,canonical,aggregate,78
Caption Distance FGW,canonical,aggregate,14
Caption Distance FGW,canonical,aggregate,5
Caption Distance FGW,canonical,aggregate,34
Caption Distance FGW,canonical,aggregate,34
Caption Distance FGW,canonical,aggregate,10
Caption Distance FGW,canonical,aggregate,2
Caption Distance FGW,canonical,aggregate,184
Caption Distance FGW,canonical,aggregate,34
Caption Distance FGW,canonical,aggregate,185
Caption Distance FGW,canonical,aggregate,89
Caption Distance FGW,canonical,aggregate,19
Caption Distance FGW,canonical,aggregate,158
Caption Distance FGW,canonical,aggregate,18
Caption Distance FGW,canonical,aggregate,316
Caption Distance FGW,canonical,aggregate,25
Caption Distance FGW,canonical,aggregate,133
Caption Distance FGW,canonical,aggregate,185
Caption Distance FGW,canonical,aggregate,34
Caption Distance FGW,canonical,aggregate,47
Caption Distance FGW,canonical,aggregate,63
Caption Distance FGW,canonical,aggregate,129
Caption Distance FGW,canonical,aggregate,243
Caption Distance FGW,canonical,aggregate,99
Caption Distance FGW,canonical,aggregate,82
Caption Distance FGW,canonical,aggregate,37
Caption Distance FGW,canonical,aggregate,217
Caption Distance FGW,canonical,aggregate,133
Caption Distance FGW,canonical,aggregate,75
Caption Distance FGW,canonical,aggregate,240
Caption Distance FGW,canonical,aggregate,243
Caption Distance FGW,canonical,aggregate,123
Caption Distance FGW,canonical,aggregate,12
Caption Distance FGW,canonical,aggregate,344
Caption Distance FGW,canonical,aggregate,321
Caption Distance FGW,canonical,aggregate,29
Caption Distance FGW,canonical,aggregate,32
Caption Distance FGW,canonical,aggregate,10
Caption Distance FGW,canonical,aggregate,123
Caption Distance FGW,canonical,aggregate,1
Caption Distance FGW,canonical,aggregate,251
Caption Distance FGW,canonical,aggregate,235
Caption Distance FGW,canonical,aggregate,352
Caption Distance FGW,canonical,aggregate,1
Caption Distance FGW,canonical,aggregate,38
Caption Distance FGW,canonical,aggregate,60
Caption Distance FGW,canonical,aggregate,2
Caption Distance FGW,canonical,aggregate,147
Caption Distance FGW,canonical,aggregate,7
Caption Distance FGW,canonical,aggregate,192
Caption Distance FGW,canonical,aggregate,5
Caption Distance FGW,canonical,aggregate,28
